"Date","Price","Open","High","Low","Vol.","Change %"
"01/15/2025","34.00","34.05","34.10","33.95","6.32M","-0.15%"
"01/16/2025","33.95","34.00","34.00","33.90","11.30M","-0.15%"
"01/17/2025","33.90","34.00","34.10","33.80","20.08M","-0.15%"
"01/20/2025","33.90","33.90","34.10","33.85","12.94M","0.00%"
"01/21/2025","34.00","33.90","34.00","33.80","27.88M","0.29%"
"01/22/2025","34.20","34.00","34.20","33.95","27.01M","0.59%"
"01/23/2025","35.00","34.20","35.00","34.40","37.45M","2.34%"
"01/24/2025","36.50","35.00","36.50","35.00","16.79M","4.29%"
"01/27/2025","38.30","36.50","38.40","36.50","29.38M","4.93%"
"01/28/2025","37.40","38.30","37.60","37.20","29.20M","-2.35%"
"01/29/2025","37.70","37.40","37.70","37.40","13.86M","0.80%"
"01/30/2025","37.75","37.70","37.80","37.50","13.82M","0.13%"
"01/31/2025","37.70","37.75","37.80","37.60","13.17M","-0.13%"
"02/03/2025","37.50","37.70","37.55","37.45","31.58M","-0.53%"
"02/04/2025","37.50","37.50","37.50","37.40","10.51M","0.00%"
"02/05/2025","37.75","37.50","38.00","37.40","29.02M","0.67%"
"02/06/2025","38.00","37.75","38.00","37.50","20.45M","0.66%"
"02/07/2025","39.15","38.00","39.40","38.00","10.14M","3.03%"
